FILEID,STUSAB,SUMLEV,GEOVAR,GEOCOMP,CHARITER,LOGRECNO,GEOID,GEOCODE,REGION,DIVISION,STATE,STATENS,COUNTY,COUNTYCC,COUNTYNS,COUSUB,COUSUBCC,COUSUBNS,SUBMCD,SUBMCDCC,SUBMCDNS,ESTATE,ESTATECC,ESTATENS,CONCIT,CONCITCC,CONCITNS,PLACE,PLACECC,PLACENS,TRACT,BLKGRP,BLOCK,AIANHH,AIHHTLI,AIANHHFP,AIANHHCC,AIANHHNS,AITS,AITSFP,AITSCC,AITSNS,TTRACT,TBLKGRP,ANRC,ANRCCC,ANRCNS,CBSA,MEMI,CSA,METDIV,NECTA,NMEMI,CNECTA,NECTADIV,CBSAPCI,NECTAPCI,UA,UATYPE,UR,CD116,CD118,CD119,CD120,CD121,SLDU18,SLDU22,SLDU24,SLDU26,SLDU28,SLDL18,SLDL22,SLDL24,SLDL26,SLDL28,VTD,VTDI,ZCTA,SDELM,SDSEC,SDUNI,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,GCUNI,POP100,HU100,INTPTLAT,INTPTLON,LSADC,PARTFLAG,UGA,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073,H0010001,H0010002,H0010003,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010
PLST,IL,050,00,00,000,0000026,0500000US17049,17049,2,3,17,01779784,049,H1,00424226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20820,2,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240005834,3174583,Effingham,Effingham County,A,,34668,15314,+39.0479445,-088.5928488,06,,,34668,33392,32597,155,59,248,6,327,1276,1192,130,493,65,13,473,1,0,1,4,0,0,0,11,0,1,70,24,10,0,9,15,2,5,2,1,0,1,0,0,0,0,0,0,0,0,1,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,1,0,0,0,1,1,34668,872,33796,32845,32361,151,36,246,6,45,951,895,122,476,65,13,204,1,0,1,2,0,0,0,11,0,0,51,22,6,0,4,15,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,26584,25833,25275,99,40,191,5,223,751,715,31,340,19,7,313,1,0,0,0,0,0,0,3,0,1,34,16,2,0,3,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,26584,515,26069,25489,25140,95,23,189,5,37,580,554,28,332,19,7,164,1,0,0,0,0,0,0,3,0,0,26,16,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15314,14117,1197,402,314,29,0,285,0,88,0,0,88
PLST,IL,050,00,00,000,0000027,0500000US17051,17051,2,3,17,01779784,051,H1,00424227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855583353,22915103,Fayette,Fayette County,A,,21488,8829,+39.0011246,-089.0179232,06,,,21488,20910,19778,797,82,67,1,185,578,539,74,249,37,2,159,7,2,0,2,2,0,0,4,1,0,29,2,0,0,0,3,0,4,7,7,0,0,0,1,2,1,0,0,2,0,0,5,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,4,0,0,21488,657,20831,20384,19425,780,80,67,1,31,447,430,65,242,33,2,77,5,0,0,1,0,0,0,4,1,0,12,0,0,0,0,0,0,1,7,0,0,0,0,1,2,1,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17041,16660,15597,769,79,47,1,167,381,355,13,193,18,2,117,5,0,0,1,2,0,0,4,0,0,17,0,0,0,0,0,0,4,0,7,0,0,0,1,2,1,0,0,2,0,0,5,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,4,0,0,17041,551,16490,16189,15285,754,79,47,1,23,301,291,13,186,14,2,67,5,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8829,7935,894,2419,2355,2200,0,155,0,64,0,0,64
PLST,IL,050,00,00,000,0000028,0500000US17053,17053,2,3,17,01779784,053,H1,00424228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257690127,1640595,Ford,Ford County,A,,13534,6265,+40.5965386,-088.2245882,06,,,13534,12849,12458,76,32,62,0,221,685,643,118,246,39,0,214,1,8,3,10,0,0,0,3,0,1,42,12,3,0,21,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13534,554,12980,12463,12265,75,24,57,0,42,517,498,117,246,38,0,84,1,8,0,1,0,0,0,3,0,0,19,4,3,0,6,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10501,10088,9820,54,25,51,0,138,413,389,36,189,18,0,127,1,7,3,4,0,0,0,3,0,1,24,2,0,0,17,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10501,312,10189,9865,9714,54,19,46,0,32,324,317,36,189,18,0,63,1,7,0,0,0,0,0,3,0,0,7,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6265,5638,627,303,303,19,0,284,0,0,0,0,0
PLST,IL,050,00,00,000,0000029,0500000US17055,17055,2,3,17,01779784,055,H1,00424229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059109158,58397116,Franklin,Franklin County,A,,37804,18480,+37.9918516,-088.9263215,06,,,37804,36066,35451,181,111,119,4,200,1738,1667,204,764,113,28,518,7,3,3,21,0,1,0,0,2,3,69,22,2,3,11,2,0,9,8,3,2,3,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37804,642,37162,35650,35210,162,92,119,4,63,1512,1461,199,743,111,28,347,7,3,3,18,0,0,0,0,2,0,49,22,0,3,4,0,0,3,8,1,2,3,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29695,28578,28115,130,89,98,4,142,1117,1074,56,585,53,9,356,2,0,0,10,0,1,0,0,2,0,41,3,0,3,11,2,0,6,8,2,2,0,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29695,415,29280,28300,27965,116,77,98,4,40,980,952,51,575,51,9,252,2,0,0,10,0,0,0,0,2,0,26,3,0,3,4,0,0,3,8,0,2,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18480,16251,2229,310,288,20,17,251,0,22,0,0,22
PLST,IL,050,00,00,000,0000030,0500000US17057,17057,2,3,17,01779784,057,H1,00424230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37900,1,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2242109646,43927383,Fulton,Fulton County,A,,33609,15855,+40.4652401,-090.2022689,06,,,33609,32541,30803,1125,63,69,6,475,1068,1019,191,475,66,2,272,5,2,0,0,0,0,0,0,3,3,30,11,0,0,0,0,2,10,1,0,0,1,0,4,0,0,1,0,0,0,0,18,6,0,5,3,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,33609,738,32871,31929,30616,1102,59,69,6,77,942,910,191,474,61,2,173,5,1,0,0,0,0,0,0,3,0,16,11,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,15,6,0,5,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,26974,26283,24687,1063,51,60,6,416,691,660,56,372,35,2,185,5,2,0,0,0,0,0,0,0,3,22,7,0,0,0,0,2,7,1,0,0,1,0,4,0,0,0,0,0,0,0,9,2,0,0,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26974,589,26385,25765,24569,1040,48,60,6,42,620,603,56,371,35,2,133,5,1,0,0,0,0,0,0,0,0,11,7,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15855,14025,1830,1956,1921,1652,0,269,0,35,0,0,35
PLST,IL,050,00,00,000,0000031,0500000US17059,17059,2,3,17,01779784,059,H1,00424231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836413648,13357002,Gallatin,Gallatin County,A,,4946,2497,+37.7686768,-088.2279642,06,,,4946,4777,4700,26,5,24,0,22,169,145,22,63,21,2,31,0,3,1,1,1,0,0,0,0,0,17,1,4,0,3,3,0,0,2,0,0,1,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,4,4946,53,4893,4739,4683,25,5,23,0,3,154,141,22,63,21,1,29,0,3,1,0,1,0,0,0,0,0,8,0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3930,3813,3759,24,5,12,0,13,117,101,9,53,8,2,28,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0,3,0,0,2,0,0,1,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,4,3930,34,3896,3794,3751,24,5,11,0,3,102,97,9,53,8,1,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2497,2150,347,83,83,0,1,82,0,0,0,0,0
PLST,IL,050,00,00,000,0000032,0500000US17061,17061,2,3,17,01779784,061,H1,00424232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406464909,8423898,Greene,Greene County,A,,11985,5785,+39.3554391,-090.3876823,06,,,11985,11589,11492,23,13,22,3,36,396,386,43,214,24,0,96,2,0,0,0,0,0,1,3,2,1,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11985,106,11879,11529,11451,18,13,21,3,23,350,340,43,211,17,0,63,2,0,0,0,0,0,0,3,0,1,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9311,9053,8980,15,13,15,3,27,258,255,8,160,13,0,66,2,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9311,63,9248,9014,8954,15,13,15,3,14,234,231,8,157,13,0,47,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5785,5041,744,130,130,22,0,108,0,0,0,0,0
PLST,IL,050,00,00,000,0000033,0500000US17063,17063,2,3,17,01779784,063,H1,00424233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16980,1,176,16984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082940544,32131734,Grundy,Grundy County,A,,52533,21174,+41.2924096,-088.4010545,06,,,52533,48442,45106,865,185,482,26,1778,4091,3937,305,786,228,17,2495,2,6,7,41,0,0,47,3,0,0,133,24,0,0,21,16,5,46,3,11,3,0,0,0,4,0,0,0,0,0,0,6,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,52533,5712,46821,44957,43472,833,48,466,16,122,1864,1801,269,677,207,16,601,0,6,7,15,0,0,0,3,0,0,49,22,0,0,2,16,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,39383,36946,34589,584,140,377,19,1237,2437,2357,92,525,110,8,1557,0,3,7,17,0,0,35,3,0,0,64,10,0,0,7,8,1,27,2,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,39383,3506,35877,34759,33682,579,40,365,10,83,1118,1088,83,480,102,8,396,0,3,7,6,0,0,0,3,0,0,21,8,0,0,2,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,21174,20038,1136,218,204,23,0,181,0,14,0,0,14
PLST,IL,050,00,00,000,0000034,0500000US17065,17065,2,3,17,01779784,065,H1,00424234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125731578,3172088,Hamilton,Hamilton County,A,,7993,3806,+38.0852273,-088.5390093,06,,,7993,7696,7601,41,16,13,0,25,297,277,29,132,13,0,76,3,1,0,3,13,0,5,0,2,0,18,4,2,5,0,0,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7993,96,7897,7639,7574,36,16,12,0,1,258,239,29,128,13,0,49,3,1,0,1,13,0,0,0,2,0,18,4,2,5,0,0,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6177,5978,5917,28,12,9,0,12,199,183,4,94,7,0,64,0,1,0,1,6,0,4,0,2,0,14,4,1,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6177,52,6125,5954,5906,27,12,9,0,0,171,156,4,90,7,0,45,0,1,0,1,6,0,0,0,2,0,14,4,1,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3806,3328,478,83,56,0,0,56,0,27,0,0,27
PLST,IL,050,00,00,000,0000035,0500000US17067,17067,2,3,17,01779784,067,H1,00424235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22800,2,161,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2055798688,53563362,Hancock,Hancock County,A,,17620,8952,+40.4013180,-091.1688008,06,,,17620,16990,16683,73,51,61,4,118,630,593,111,261,39,3,160,5,0,0,11,0,0,1,1,1,0,30,0,0,2,0,2,0,15,1,0,2,3,0,2,1,0,0,1,0,0,1,6,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,17620,318,17302,16800,16599,73,38,57,4,29,502,489,101,251,39,3,87,5,0,0,1,0,0,0,1,1,0,9,0,0,2,0,2,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,13868,13491,13266,51,35,48,0,91,377,358,37,178,11,3,114,5,0,0,7,0,0,1,1,1,0,15,0,0,2,0,0,0,8,1,0,0,0,0,2,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,13868,212,13656,13351,13214,51,25,44,0,17,305,297,33,176,11,3,66,5,0,0,1,0,0,0,1,1,0,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,8952,7556,1396,172,160,6,0,154,0,12,0,0,12
PLST,IL,050,00,00,000,0000036,0500000US17069,17069,2,3,17,01779784,069,H1,00424236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459435094,10485761,Hardin,Hardin County,A,,3649,2196,+37.5178517,-088.2661478,06,,,3649,3466,3414,13,0,18,4,17,183,174,22,101,7,9,22,1,0,0,0,0,0,0,0,12,0,5,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3649,65,3584,3408,3374,11,0,17,2,4,176,170,22,101,7,8,19,1,0,0,0,0,0,0,0,12,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2985,2870,2835,11,0,16,2,6,115,111,5,83,0,9,13,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2985,32,2953,2843,2819,9,0,15,0,0,110,108,5,83,0,8,11,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2196,1701,495,50,19,0,5,0,14,31,0,0,31
PLST,IL,050,00,00,000,0000037,0500000US17071,17071,2,3,17,01779784,071,H1,00424237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15460,2,161,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981068795,42565932,Henderson,Henderson County,A,,6387,3357,+40.8144710,-090.9412464,06,,,6387,6183,6092,30,12,17,5,27,204,197,25,61,13,2,93,0,0,0,1,0,0,0,1,0,1,7,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6387,112,6275,6113,6060,29,5,14,5,0,162,159,23,61,13,2,58,0,0,0,1,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5185,5041,4971,14,12,12,5,27,144,140,5,57,13,0,64,0,0,0,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5185,73,5112,4986,4954,13,5,9,5,0,126,123,3,57,13,0,49,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3357,2834,523,49,49,1,0,48,0,0,0,0,0
PLST,IL,050,00,00,000,0000038,0500000US17073,17073,2,3,17,01779784,073,H1,00424238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19340,1,209,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2131719192,6804876,Henry,Henry County,A,,49284,22211,+41.3500209,-090.1308378,06,,,49284,46601,43920,1078,109,197,16,1281,2683,2589,461,626,176,22,1263,2,3,1,20,0,0,10,2,3,0,81,29,0,0,26,0,0,14,4,2,0,0,0,2,0,2,0,0,0,0,2,10,2,0,7,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,49284,3170,46114,44484,43094,1029,63,192,12,94,1630,1574,436,579,167,22,357,1,0,1,6,0,0,5,0,0,0,51,23,0,0,13,0,0,4,4,2,0,0,0,1,0,2,0,0,0,0,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,38047,36491,34621,747,89,150,5,879,1556,1517,147,469,73,13,798,1,0,1,9,0,0,1,2,3,0,28,13,0,0,6,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,38047,1950,36097,35146,34159,729,47,145,5,61,951,921,135,445,69,13,257,1,0,1,0,0,0,0,0,0,0,25,12,0,0,5,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,22211,20320,1891,756,712,328,0,384,0,44,0,0,44
PLST,IL,050,00,00,000,0000039,0500000US17075,17075,2,3,17,01779784,075,H1,00424239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2894039688,4241183,Iroquois,Iroquois County,A,,27077,12779,+40.7488665,-087.8336010,06,,,27077,25393,24203,231,66,103,2,788,1684,1619,184,440,71,6,873,0,7,1,17,0,0,12,2,6,0,55,9,0,0,6,4,1,14,7,0,3,0,3,5,3,0,0,0,0,0,0,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,3,3,27077,2085,24992,23999,23602,212,38,99,0,48,993,960,175,426,60,2,278,0,1,0,11,0,0,1,0,6,0,26,9,0,0,0,4,1,2,7,0,0,0,0,0,3,0,0,0,0,0,0,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,21113,20074,19252,158,51,84,0,529,1039,991,60,326,27,2,550,0,7,1,10,0,0,6,0,2,0,40,6,0,0,4,3,1,10,5,0,3,0,0,5,3,0,0,0,0,0,0,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,21113,1262,19851,19215,18914,158,32,80,0,31,636,611,60,316,27,2,198,0,1,0,4,0,0,1,0,2,0,20,6,0,0,0,3,1,2,5,0,0,0,0,0,3,0,0,0,0,0,0,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12779,11160,1619,387,366,19,40,307,0,21,0,0,21
PLST,IL,050,00,00,000,0000040,0500000US17077,17077,2,3,17,01779784,077,H1,00424240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16060,1,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1511439594,48312243,Jackson,Jackson County,A,,52974,27743,+37.7860959,-089.3812119,06,,,52974,49502,38171,7598,208,2056,31,1438,3472,3250,840,835,330,23,982,88,12,6,93,0,1,21,10,2,7,202,97,24,6,17,18,4,18,5,5,0,0,4,2,2,0,0,0,0,0,0,17,5,3,6,0,0,0,1,0,0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,52974,2837,50137,47441,37513,7503,114,2048,24,239,2696,2525,793,805,325,21,406,86,11,6,58,0,1,3,10,0,0,158,90,17,6,6,15,3,9,5,5,0,0,0,0,2,0,0,0,0,0,0,10,4,0,5,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,42742,40493,31826,5533,170,1858,15,1091,2249,2110,326,688,219,11,706,64,4,2,54,0,1,16,10,2,7,126,65,9,6,10,15,0,12,0,5,0,0,0,2,2,0,0,0,0,0,0,13,5,3,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42742,2011,40731,38987,31377,5472,101,1856,14,167,1744,1634,305,671,218,11,314,64,3,2,32,0,1,3,10,0,0,104,58,6,6,3,15,0,9,0,5,0,0,0,0,2,0,0,0,0,0,0,6,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27743,23193,4550,3079,545,246,24,275,0,2534,2286,0,248
