FILEID,STUSAB,SUMLEV,GEOVAR,GEOCOMP,CHARITER,LOGRECNO,GEOID,GEOCODE,REGION,DIVISION,STATE,STATENS,COUNTY,COUNTYCC,COUNTYNS,COUSUB,COUSUBCC,COUSUBNS,SUBMCD,SUBMCDCC,SUBMCDNS,ESTATE,ESTATECC,ESTATENS,CONCIT,CONCITCC,CONCITNS,PLACE,PLACECC,PLACENS,TRACT,BLKGRP,BLOCK,AIANHH,AIHHTLI,AIANHHFP,AIANHHCC,AIANHHNS,AITS,AITSFP,AITSCC,AITSNS,TTRACT,TBLKGRP,ANRC,ANRCCC,ANRCNS,CBSA,MEMI,CSA,METDIV,NECTA,NMEMI,CNECTA,NECTADIV,CBSAPCI,NECTAPCI,UA,UATYPE,UR,CD116,CD118,CD119,CD120,CD121,SLDU18,SLDU22,SLDU24,SLDU26,SLDU28,SLDL18,SLDL22,SLDL24,SLDL26,SLDL28,VTD,VTDI,ZCTA,SDELM,SDSEC,SDUNI,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,GCUNI,POP100,HU100,INTPTLAT,INTPTLON,LSADC,PARTFLAG,UGA,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073,H0010001,H0010002,H0010003,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010
PLST,IL,050,00,00,000,0000055,0500000US17107,17107,2,3,17,01779784,107,H1,00424255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30660,2,522,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600748259,2262329,Logan,Logan County,A,,27987,11984,+40.1292768,-089.3653086,06,,,27987,26858,24669,1520,50,181,1,437,1129,1076,278,399,69,10,305,4,0,0,3,3,0,1,1,3,0,46,2,16,0,3,4,3,1,10,1,2,0,4,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,2,2,27987,818,27169,26249,24452,1494,48,178,1,76,920,871,268,386,69,10,130,4,0,0,3,0,0,0,1,0,0,42,2,15,0,1,4,3,0,10,1,2,0,4,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,2,2,22539,21873,19867,1407,43,157,1,398,666,634,87,298,43,0,197,3,0,0,1,0,0,1,1,3,0,25,2,8,0,1,4,3,0,0,1,2,0,4,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,2,2,22539,604,21935,21380,19732,1391,41,154,1,61,555,524,85,289,43,0,102,3,0,0,1,0,0,0,1,0,0,24,2,7,0,1,4,3,0,0,1,2,0,4,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,2,2,11984,10749,1235,3220,2899,2552,0,347,0,321,234,0,87
PLST,IL,050,00,00,000,0000056,0500000US17109,17109,2,3,17,01779784,109,H1,01784729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31380,2,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526339603,2012552,McDonough,McDonough County,A,,27238,13609,+40.4558082,-090.6789543,06,,,27238,25923,23330,1531,58,567,6,431,1315,1225,279,446,82,12,352,12,0,0,14,0,0,6,11,11,0,55,24,0,1,9,7,0,0,3,0,0,0,0,0,7,0,0,0,4,0,0,27,14,0,7,0,1,0,0,0,0,0,0,5,0,0,0,8,7,1,0,0,0,0,0,0,27238,962,26276,25246,23062,1498,47,560,6,73,1030,970,271,426,77,12,159,9,0,0,4,0,0,0,11,1,0,46,22,0,1,7,6,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22289,21458,19299,1217,48,501,6,387,831,783,100,346,43,8,245,7,0,0,10,0,0,6,9,9,0,20,13,0,1,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,24,14,0,4,0,1,0,0,0,0,0,0,5,0,0,0,4,4,0,0,0,0,0,0,0,22289,740,21549,20901,19105,1200,37,494,6,59,648,617,96,330,42,8,123,4,0,0,4,0,0,0,9,1,0,17,11,0,1,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13609,11479,2130,2493,304,0,0,304,0,2189,2057,0,132
PLST,IL,050,00,00,000,0000057,0500000US17111,17111,2,3,17,01779784,111,H1,01784815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16980,1,176,16984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1562786332,19872662,McHenry,McHenry County,A,,310229,119708,+42.3242982,-088.4522450,06,,,310229,282016,247894,4284,1534,8803,61,19440,28213,27146,1668,3682,2441,91,18477,50,71,3,155,17,2,376,40,61,12,981,143,59,2,123,74,17,419,49,68,4,5,2,16,0,0,0,0,0,0,0,86,18,0,56,0,8,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,310229,46705,263524,252643,238659,4073,325,8669,45,872,10881,10526,1531,3210,2329,89,3132,36,67,3,50,15,2,1,36,23,2,337,115,53,2,21,57,17,11,49,5,0,5,2,0,0,0,0,0,0,0,0,18,3,0,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238877,221317,196954,2905,1101,6884,53,13420,17560,16971,662,2629,1110,52,11989,48,38,3,96,14,1,252,38,31,8,558,72,19,0,40,38,14,303,23,35,1,4,0,9,0,0,0,0,0,0,0,31,3,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238877,30077,208800,202168,191657,2805,270,6810,38,588,6632,6457,615,2371,1068,50,2179,35,34,3,35,14,1,1,34,17,0,165,61,16,0,6,31,14,7,23,3,0,4,0,0,0,0,0,0,0,0,0,10,3,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119708,114282,5426,1843,1532,288,0,1244,0,311,0,0,311
PLST,IL,050,00,00,000,0000058,0500000US17113,17113,2,3,17,01779784,113,H1,01784833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14010,1,145,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3064597287,7804856,McLean,McLean County,A,,170954,74855,+40.4945594,-088.8445391,06,,,170954,160145,132148,14996,483,8142,62,4314,10809,10233,2688,2064,1173,31,3779,103,70,10,178,4,0,63,34,21,15,535,228,29,0,89,18,0,98,40,26,0,4,0,2,0,1,0,0,0,0,0,37,3,0,14,1,2,0,8,2,0,6,0,0,0,1,0,4,1,3,0,0,0,0,0,0,170954,10524,160430,153161,129440,14699,258,8108,38,618,7269,6908,2539,1966,1111,27,965,95,57,10,95,4,0,5,27,7,0,341,203,29,0,38,17,0,9,37,1,0,4,0,2,0,1,0,0,0,0,0,20,3,0,2,1,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134128,127556,106946,11021,334,6095,52,3108,6572,6258,1059,1566,659,19,2616,79,34,4,115,1,0,47,33,11,15,291,120,15,0,30,13,0,59,33,14,0,4,0,2,0,1,0,0,0,0,0,19,0,0,10,0,0,0,3,0,0,6,0,0,0,0,0,4,1,3,0,0,0,0,0,0,134128,7086,127042,122730,105158,10856,189,6071,34,422,4312,4106,1019,1507,635,18,712,78,34,4,60,1,0,5,27,6,0,195,108,15,0,21,12,0,1,31,0,0,4,0,2,0,1,0,0,0,0,0,11,0,0,2,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74855,69096,5759,8588,900,165,16,688,31,7688,7490,0,198
PLST,IL,050,00,00,000,0000059,0500000US17115,17115,2,3,17,01779784,115,H1,00424256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19500,1,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1503684112,13406665,Macon,Macon County,A,,103998,49727,+39.8602372,-088.9615288,06,,,103998,97882,75809,19047,237,1515,36,1238,6116,5750,2399,1368,350,35,1324,110,39,6,93,0,5,0,12,7,2,323,184,19,1,38,1,0,53,5,10,0,1,0,2,0,8,0,0,0,0,1,37,13,0,16,0,7,0,1,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,2,2,103998,2733,101265,96139,75117,18886,178,1512,31,415,5126,4867,2344,1322,344,28,603,101,35,4,67,0,5,0,9,5,0,235,182,19,1,18,1,0,0,5,0,0,1,0,2,0,6,0,0,0,0,0,19,10,0,2,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,2,80964,77637,62100,13352,193,1150,33,809,3327,3158,841,1066,191,13,882,76,19,4,46,0,5,0,9,4,2,154,100,2,1,18,0,0,31,0,0,0,1,0,0,0,0,0,0,0,0,1,13,4,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,80964,1706,79258,76495,61675,13255,147,1148,28,242,2763,2645,823,1036,187,13,442,76,16,4,31,0,5,0,9,3,0,111,98,2,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,49727,44549,5178,3001,1471,707,16,748,0,1530,1069,0,461
PLST,IL,050,00,00,000,0000060,0500000US17117,17117,2,3,17,01779784,117,H1,00424257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41180,1,476,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2235091603,12250027,Macoupin,Macoupin County,A,,44967,21023,+39.2659138,-089.9263301,06,,,44967,42885,42082,369,120,179,0,135,2082,2015,273,873,141,31,654,9,4,0,14,3,0,3,10,0,0,52,17,1,0,16,7,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,44967,570,44397,42560,41850,368,109,179,0,54,1837,1785,271,857,137,24,457,9,4,0,13,3,0,0,10,0,0,39,17,0,0,12,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,35590,34196,33553,289,104,140,0,110,1394,1352,104,676,67,21,456,9,0,0,11,0,0,0,8,0,0,28,17,0,0,4,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35590,353,35237,33995,33423,288,96,140,0,48,1242,1211,104,674,63,16,326,9,0,0,11,0,0,0,8,0,0,19,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21023,18804,2219,868,557,86,0,471,0,311,224,0,87
PLST,IL,050,00,00,000,0000061,0500000US17119,17119,2,3,17,01779784,119,H1,00424258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41180,1,476,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1853137786,63560244,Madison,Madison County,A,,265859,118579,+38.8271195,-089.9002267,06,,,265859,248996,216458,24892,787,2754,94,4011,16863,16074,3199,4724,1356,121,5996,213,67,11,231,12,7,86,20,27,4,722,282,34,0,102,82,0,122,47,19,4,2,1,10,3,7,0,0,7,0,0,48,9,2,12,3,12,0,9,0,0,0,0,0,0,1,0,17,5,12,0,0,0,0,2,2,265859,10797,255062,242658,213793,24671,559,2718,92,825,12404,11886,3092,4566,1308,121,2312,208,65,11,145,12,1,1,20,21,3,480,262,32,0,45,73,0,8,39,4,0,2,1,7,2,5,0,0,0,0,0,31,8,0,7,3,4,0,9,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,209140,198246,174489,18131,637,2226,72,2691,10894,10473,1173,3678,714,79,4384,153,38,6,129,10,7,56,20,22,4,400,144,20,0,48,44,0,83,30,12,4,2,0,1,2,3,0,0,7,0,0,12,4,0,2,0,4,0,2,0,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,209140,7187,201953,194058,172776,18024,465,2194,70,529,7895,7618,1141,3582,698,79,1800,149,36,6,76,10,1,1,20,16,3,262,136,20,0,27,38,0,8,22,3,0,2,0,1,2,3,0,0,0,0,0,8,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,118579,108607,9972,6684,2197,203,50,1834,110,4487,3464,0,1023
PLST,IL,050,00,00,000,0000062,0500000US17121,17121,2,3,17,01779784,121,H1,00424259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16460,2,476,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1482865616,9234118,Marion,Marion County,A,,37729,17358,+38.6482361,-088.9203624,06,,,37729,35666,33440,1514,116,349,4,243,2063,1983,572,708,90,15,527,19,3,1,19,4,0,15,8,0,2,73,32,6,0,3,6,0,15,0,1,1,3,2,0,0,0,4,0,0,0,0,5,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,37729,712,37017,35200,33150,1509,94,349,1,97,1817,1765,547,697,85,15,362,19,3,1,18,2,0,8,8,0,0,48,32,6,0,3,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,29147,27916,26312,1033,88,311,4,168,1231,1187,156,566,40,10,362,14,3,0,8,3,0,15,8,0,2,38,12,6,0,1,0,0,9,0,1,1,2,2,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,29147,426,28721,27623,26148,1029,72,311,1,62,1098,1071,156,559,40,10,265,14,3,0,7,1,0,8,8,0,0,23,12,6,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,17358,15620,1738,862,654,125,23,506,0,208,142,0,66
PLST,IL,050,00,00,000,0000063,0500000US17123,17123,2,3,17,01779784,123,H1,00424260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37900,1,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001843226,30364348,Marshall,Marshall County,A,,11742,5819,+41.0311192,-089.3423714,06,,,11742,11237,10965,88,32,43,0,109,505,477,42,203,29,14,181,0,2,1,1,0,0,4,0,0,0,25,6,6,0,0,2,0,3,0,0,0,0,6,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11742,323,11419,11030,10858,86,18,43,0,25,389,369,38,200,26,14,88,0,2,1,0,0,0,0,0,0,0,19,6,6,0,0,1,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9305,8979,8783,57,18,42,0,79,326,303,10,150,20,6,112,0,0,1,0,0,0,4,0,0,0,20,5,6,0,0,0,0,2,0,0,0,0,5,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9305,201,9104,8839,8717,56,9,42,0,15,265,248,7,147,20,6,67,0,0,1,0,0,0,0,0,0,0,16,5,6,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5819,4982,837,239,219,2,0,217,0,20,0,0,20
PLST,IL,050,00,00,000,0000064,0500000US17125,17125,2,3,17,01779784,125,H1,00424261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396914848,62748513,Mason,Mason County,A,,13086,6626,+40.2369926,-089.9135746,06,,,13086,12570,12423,51,24,28,1,43,516,484,67,253,28,0,129,4,0,0,2,0,0,1,0,0,0,26,8,5,0,0,0,0,1,2,0,0,0,0,3,1,0,0,0,1,5,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,13086,184,12902,12450,12339,49,24,26,1,11,452,435,67,253,28,0,81,4,0,0,2,0,0,0,0,0,0,16,8,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10430,10087,9966,34,24,28,0,35,343,320,12,200,13,0,90,4,0,0,0,0,0,1,0,0,0,21,8,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10430,120,10310,10007,9922,32,24,26,0,3,303,288,12,200,13,0,59,4,0,0,0,0,0,0,0,0,0,14,8,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6626,5657,969,174,160,22,0,138,0,14,0,0,14
PLST,IL,050,00,00,000,0000065,0500000US17127,17127,2,3,17,01779784,127,H1,01784730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37140,2,424,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614217978,12784966,Massac,Massac County,A,,14169,6797,+37.2161190,-088.7056578,06,,,14169,13326,12179,887,37,44,6,173,843,817,283,276,40,0,193,9,0,0,8,0,0,5,3,0,0,20,8,0,0,3,0,0,0,0,1,0,1,0,0,4,3,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,14169,333,13836,13097,12077,875,35,43,6,61,739,717,275,262,39,0,119,9,0,0,7,0,0,3,3,0,0,17,8,0,0,1,0,0,0,0,1,0,0,0,0,4,3,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10953,10483,9650,664,31,34,4,100,470,453,78,206,27,0,131,2,0,0,3,0,0,3,3,0,0,13,6,0,0,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10953,198,10755,10345,9594,658,29,33,4,27,410,395,77,194,26,0,87,2,0,0,3,0,0,3,3,0,0,11,6,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6797,5871,926,247,168,0,0,168,0,79,0,0,79
PLST,IL,050,00,00,000,0000066,0500000US17129,17129,2,3,17,01779784,129,H1,00424266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44100,1,522,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814269349,2640418,Menard,Menard County,A,,12297,5591,+40.0225693,-089.7941326,06,,,12297,11749,11555,84,20,50,2,38,548,525,102,231,27,0,136,2,3,2,6,0,3,9,0,4,0,20,5,7,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12297,160,12137,11676,11502,80,18,49,2,25,461,449,102,231,27,0,64,2,3,2,6,0,3,9,0,0,0,9,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9507,9184,9059,43,18,34,2,28,323,312,27,165,13,0,89,0,0,2,3,0,0,9,0,4,0,11,0,3,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9507,91,9416,9142,9026,43,18,33,2,20,274,269,27,165,13,0,50,0,0,2,3,0,0,9,0,0,0,5,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5591,5103,488,103,103,7,0,96,0,0,0,0,0
PLST,IL,050,00,00,000,0000067,0500000US17131,17131,2,3,17,01779784,131,H1,01784750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19340,1,209,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453604391,19411909,Mercer,Mercer County,A,,15699,7291,+41.2056046,-090.7417698,06,,,15699,14993,14763,77,30,37,2,84,706,675,84,252,36,8,266,0,0,2,3,4,1,9,0,5,5,23,7,1,0,2,5,0,3,2,1,1,0,0,0,0,0,0,0,0,1,0,8,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15699,468,15231,14728,14578,68,26,37,2,17,503,489,81,241,35,8,114,0,0,2,2,4,0,0,0,2,0,10,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12289,11844,11661,56,29,24,2,72,445,434,19,194,24,8,176,0,0,0,1,0,1,9,0,2,0,10,3,0,0,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12289,277,12012,11678,11559,50,26,24,2,17,334,330,19,184,23,8,93,0,0,0,1,0,0,0,0,2,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7291,6578,713,148,140,34,0,106,0,8,0,0,8
PLST,IL,050,00,00,000,0000068,0500000US17133,17133,2,3,17,01779784,133,H1,01784865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41180,1,476,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997990371,33755713,Monroe,Monroe County,A,,34962,14540,+38.2779831,-090.1790777,06,,,34962,33405,32855,119,68,186,2,175,1557,1511,99,630,149,5,588,0,0,8,13,0,0,11,1,7,0,40,11,5,0,8,0,0,6,0,2,1,2,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,2,1,0,0,0,0,0,34962,646,34316,33105,32680,118,53,186,2,66,1211,1187,93,630,149,5,296,0,0,0,7,0,0,0,1,6,0,19,11,5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,2,0,0,0,0,0,0,26998,25974,25566,90,47,144,2,125,1024,1004,39,470,65,5,399,0,0,8,2,0,0,11,1,4,0,14,1,0,0,3,0,0,6,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,2,1,0,0,0,0,0,26998,418,26580,25773,25449,89,40,144,2,49,807,799,33,470,65,5,222,0,0,0,0,0,0,0,1,3,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,2,0,0,0,0,0,0,14540,13752,788,281,236,9,0,227,0,45,0,0,45
