state,county,SUMLEVEL,GEO_ID,GEOCOMP,LSAD_NAME,STATE,COUNTY,COUSUB,TRACT,BLKGRP,BLOCK,PLACE,CONCIT,SLDL,SLDU,VTD,P001001,P001002,P001003,P001004,P001005,P001006,P001007,P001008,P001009,P001010,P001026,P001047,P001063,P001070,P002001,P002002,P002003,P002004,P002005,P002006,P002007,P002008,P002009,P002010,P002011,P002012,P002028,P002049,P002065,P002072,P003001,P003002,P003003,P003004,P003005,P003006,P003007,P003008,P003009,P003010,P003026,P003047,P003063,P003070,P004001,P004002,P004003,P004004,P004005,P004006,P004007,P004008,P004009,P004010,P004011,P004012,P004028,P004049,P004065,P004072,H001001,H001002,H001003
37,153,050,0500000US37153,00,Richmond County,37,153,,,,,,,,,,46639,45671,28072,14269,1173,431,26,1700,968,895,66,7,0,0,46639,2741,43898,43094,27369,14159,1069,419,15,63,804,737,60,7,0,0,35259,34812,22340,10310,805,334,18,1005,447,411,31,5,0,0,35259,1648,33611,33234,21878,10251,745,328,10,22,377,343,29,5,0,0,20738,18430,2308
37,155,050,0500000US37155,00,Robeson County,37,155,,,,,,,,,,134168,130767,38877,32637,51502,993,86,6672,3401,3251,143,5,1,1,134168,10932,123236,120537,36160,32347,50866,971,60,133,2699,2577,116,5,1,0,98241,96646,31541,23632,36487,769,66,4151,1595,1532,57,4,1,1,98241,6624,91617,90401,29901,23460,36142,755,49,94,1216,1162,49,4,1,0,52751,47997,4754
37,157,050,0500000US37157,00,Rockingham County,37,157,,,,,,,,,,93643,91973,70875,17655,345,430,60,2608,1670,1542,117,6,5,0,93643,5159,88484,87144,68744,17529,307,423,44,97,1340,1232,98,5,5,0,72854,72142,56348,13558,253,310,37,1636,712,634,70,6,2,0,72854,3049,69805,69225,55144,13483,233,305,26,34,580,515,58,5,2,0,43696,38693,5003
37,159,050,0500000US37159,00,Rowan County,37,159,,,,,,,,,,138428,136211,105923,22392,468,1386,49,5993,2217,2091,120,6,0,0,138428,10644,127784,126060,101986,22153,376,1353,44,148,1724,1628,91,5,0,0,105486,104468,83211,16354,371,994,32,3506,1018,959,57,2,0,0,105486,6195,99291,98507,80931,16209,313,976,29,49,784,742,40,2,0,0,60211,53140,7071
37,161,050,0500000US37161,00,Rutherford County,37,161,,,,,,,,,,67810,66581,58221,6854,171,296,5,1034,1229,1145,71,13,0,0,67810,2397,65413,64374,57054,6804,156,289,5,66,1039,983,49,7,0,0,52586,52139,45977,5153,138,219,5,647,447,403,37,7,0,0,52586,1444,51142,50774,45275,5127,127,214,5,26,368,342,24,2,0,0,33878,27466,6412
37,163,050,0500000US37163,00,Sampson County,37,163,,,,,,,,,,63431,62154,35985,17128,1297,242,72,7430,1277,1197,67,6,1,6,63431,10440,52991,52173,33754,16948,1130,217,43,81,818,767,49,1,1,0,47154,46583,28089,12809,954,180,43,4508,571,531,35,2,1,2,47154,6183,40971,40621,26791,12716,873,163,32,46,350,320,28,1,1,0,27234,24005,3229
37,165,050,0500000US37165,00,Scotland County,37,165,,,,,,,,,,36157,35368,16822,13943,3934,276,8,385,789,743,44,2,0,0,36157,754,35403,34681,16605,13884,3860,276,7,49,722,680,40,2,0,0,27084,26701,13643,9988,2646,187,8,229,383,366,15,2,0,0,27084,477,26607,26254,13480,9953,2604,187,7,23,353,338,13,2,0,0,15193,13614,1579
37,167,050,0500000US37167,00,Stanly County,37,167,,,,,,,,,,60585,59881,50623,6630,197,1118,42,1271,704,671,33,0,0,0,60585,2166,58419,57807,49877,6590,175,1108,10,47,612,581,31,0,0,0,46852,46576,40051,4919,163,693,25,725,276,255,21,0,0,0,46852,1272,45580,45341,39597,4891,147,684,5,17,239,219,20,0,0,0,27110,23589,3521
37,169,050,0500000US37169,00,Stokes County,37,169,,,,,,,,,,47401,46814,44021,1916,156,125,7,589,587,563,21,3,0,0,47401,1254,46147,45653,43447,1897,138,125,7,39,494,476,16,2,0,0,36880,36594,34480,1551,114,93,2,354,286,273,10,3,0,0,36880,739,36141,35889,34125,1545,103,93,2,21,252,242,8,2,0,0,21924,19416,2508
37,171,050,0500000US37171,00,Surry County,37,171,,,,,,,,,,73673,72669,64926,2749,219,347,18,4410,1004,954,49,1,0,0,73673,7155,66518,65834,62611,2644,173,339,9,58,684,647,36,1,0,0,56456,55978,50948,2084,162,246,11,2527,478,446,31,1,0,0,56456,4003,52453,52115,49688,2026,132,242,7,20,338,312,25,1,0,0,33667,29914,3753
37,173,050,0500000US37173,00,Swain County,37,173,,,,,,,,,,13981,13387,9315,76,3775,67,4,150,594,562,31,1,0,0,13981,540,13441,12901,9168,75,3587,66,4,1,540,519,20,1,0,0,10712,10361,7601,68,2527,45,3,117,351,338,12,1,0,0,10712,293,10419,10093,7518,67,2460,44,3,1,326,319,6,1,0,0,8723,5672,3051
37,175,050,0500000US37175,00,Transylvania County,37,175,,,,,,,,,,33090,32531,30577,1292,95,144,8,415,559,534,22,3,0,0,33090,964,32126,31605,30049,1279,93,143,8,33,521,498,20,3,0,0,27258,26989,25532,989,72,101,7,288,269,256,11,2,0,0,27258,667,26591,26341,25173,981,70,100,7,10,250,239,9,2,0,0,19163,14394,4769
37,177,050,0500000US37177,00,Tyrrell County,37,177,,,,,,,,,,4407,4345,2403,1683,17,80,1,161,62,60,2,0,0,0,4407,240,4167,4116,2350,1677,7,80,1,1,51,49,2,0,0,0,3612,3590,1991,1421,10,67,1,100,22,20,2,0,0,0,3612,137,3475,3456,1962,1419,7,67,1,0,19,17,2,0,0,0,2068,1595,473
37,179,050,0500000US37179,00,Union County,37,179,,,,,,,,,,201292,197421,158954,23558,815,3271,63,10760,3871,3625,222,24,0,0,201292,20967,180325,177553,150098,23134,605,3243,58,415,2772,2605,150,17,0,0,140412,138781,113414,16069,581,2250,44,6423,1631,1517,101,13,0,0,140412,12440,127972,126879,108134,15855,442,2236,39,173,1093,1010,72,11,0,0,72870,67864,5006
37,181,050,0500000US37181,00,Vance County,37,181,,,,,,,,,,45422,44813,20058,22645,147,202,7,1754,609,564,41,3,1,0,45422,3051,42371,41904,19101,22477,79,199,7,41,467,431,33,3,0,0,33881,33557,16027,16253,102,143,5,1027,324,292,28,3,1,0,33881,1732,32149,31899,15515,16159,65,140,5,15,250,225,22,3,0,0,20082,17395,2687
37,183,050,0500000US37183,00,Wake County,37,183,,,,,,,,,,900993,878427,597546,186510,4503,48553,387,40928,22566,20536,1847,157,26,0,900993,87922,813071,796225,560536,182793,2537,48287,317,1755,16846,15277,1444,104,21,0,666380,655333,457775,133196,3055,35203,311,25793,11047,9996,940,92,19,0,666380,55162,611218,603144,434008,131036,1917,35027,260,896,8074,7260,739,59,16,0,371836,345645,26191
37,185,050,0500000US37185,00,Warren County,37,185,,,,,,,,,,20972,20630,8128,10970,1050,51,3,428,342,314,24,4,0,0,20972,692,20280,19981,7971,10911,1026,49,3,21,299,273,22,4,0,0,16714,16519,6938,8487,778,43,3,270,195,175,19,1,0,0,16714,426,16288,16115,6842,8453,762,41,3,14,173,154,18,1,0,0,11806,8321,3485
37,187,050,0500000US37187,00,Washington County,37,187,,,,,,,,,,13228,13074,6084,6587,24,38,1,340,154,141,12,1,0,0,13228,466,12762,12639,5998,6567,21,38,1,14,123,110,12,1,0,0,10185,10106,5081,4786,16,28,0,195,79,73,5,1,0,0,10185,259,9926,9857,5041,4770,13,28,0,5,69,63,5,1,0,0,6491,5526,965
37,189,050,0500000US37189,00,Watauga County,37,189,,,,,,,,,,51079,50363,48272,877,129,475,13,597,716,676,36,4,0,0,51079,1713,49366,48774,47268,855,117,467,13,54,592,564,26,2,0,0,44005,43492,41795,767,107,388,11,424,513,479,30,4,0,0,44005,1248,42757,42322,41046,750,100,381,11,34,435,409,24,2,0,0,32137,20403,11734
37,191,050,0500000US37191,00,Wayne County,37,191,,,,,,,,,,122623,119799,72135,38499,481,1431,64,7189,2824,2594,207,12,11,0,122623,12162,110461,108339,68216,38107,333,1405,47,231,2122,1960,153,9,0,0,92139,90795,56613,28250,368,1152,56,4356,1344,1224,106,6,8,0,92139,7307,84832,83853,54259,28045,264,1133,42,110,979,900,75,4,0,0,52949,47831,5118
37,193,050,0500000US37193,00,Wilkes County,37,193,,,,,,,,,,69340,68415,62824,2830,133,296,20,2312,925,876,48,1,0,0,69340,3772,65568,64859,61587,2785,110,295,15,67,709,670,38,1,0,0,53804,53401,49504,2230,112,216,17,1322,403,381,22,0,0,0,53804,2151,51653,51338,48783,2210,97,216,14,18,315,297,18,0,0,0,33065,28360,4705
37,195,050,0500000US37195,00,Wilson County,37,195,,,,,,,,,,81234,79961,42222,31686,238,668,25,5122,1273,1175,94,3,1,0,81234,7724,73510,72603,40157,31462,190,664,22,108,907,830,75,1,1,0,61182,60583,33784,23051,170,479,21,3078,599,549,49,0,1,0,61182,4652,56530,56118,32523,22909,144,477,20,45,412,369,42,0,1,0,35511,31962,3549
37,197,050,0500000US37197,00,Yadkin County,37,197,,,,,,,,,,38406,37928,34007,1192,79,78,12,2560,478,468,10,0,0,0,38406,3749,34657,34340,33022,1165,66,71,5,11,317,308,9,0,0,0,29468,29254,26779,882,62,59,5,1467,214,209,5,0,0,0,29468,2109,27359,27213,26227,870,54,57,3,2,146,142,4,0,0,0,17341,15486,1855
37,199,050,0500000US37199,00,Yancey County,37,199,,,,,,,,,,17818,17650,16967,145,79,34,5,420,168,157,11,0,0,0,17818,814,17004,16864,16652,128,42,34,2,6,140,130,10,0,0,0,14256,14165,13737,105,53,27,3,240,91,84,7,0,0,0,14256,459,13797,13720,13566,94,31,27,0,2,77,71,6,0,0,0,11032,7644,3388
38,001,050,0500000US38001,00,Adams County,38,001,,,,,,,,,,2343,2318,2279,8,16,9,2,4,25,25,0,0,0,0,2343,20,2323,2300,2266,8,15,9,2,0,23,23,0,0,0,0,1897,1885,1860,3,10,9,1,2,12,12,0,0,0,0,1897,10,1887,1875,1853,3,9,9,1,0,12,12,0,0,0,0,1377,1098,279
38,003,050,0500000US38003,00,Barnes County,38,003,,,,,,,,,,11066,10910,10668,86,72,58,2,24,156,146,10,0,0,0,11066,123,10943,10813,10599,83,71,58,1,1,130,124,6,0,0,0,8786,8706,8523,68,49,46,2,18,80,74,6,0,0,0,8786,70,8716,8644,8482,65,49,46,1,1,72,68,4,0,0,0,5704,4826,878
38,005,050,0500000US38005,00,Benson County,38,005,,,,,,,,,,6660,6567,2889,1,3663,3,1,10,93,92,1,0,0,0,6660,77,6583,6497,2861,1,3631,3,1,0,86,85,1,0,0,0,4421,4378,2344,1,2022,2,1,8,43,42,1,0,0,0,4421,37,4384,4343,2330,1,2009,2,1,0,41,40,1,0,0,0,2950,2233,717
38,007,050,0500000US38007,00,Billings County,38,007,,,,,,,,,,783,782,772,2,3,4,0,1,1,1,0,0,0,0,783,4,779,778,771,0,3,4,0,0,1,1,0,0,0,0,645,644,634,2,3,4,0,1,1,1,0,0,0,0,645,4,641,640,633,0,3,4,0,0,1,1,0,0,0,0,484,358,126
38,009,050,0500000US38009,00,Bottineau County,38,009,,,,,,,,,,6429,6312,6112,25,136,16,1,22,117,113,3,1,0,0,6429,82,6347,6236,6062,25,130,16,1,2,111,109,1,1,0,0,5207,5146,4998,21,103,10,1,13,61,60,1,0,0,0,5207,45,5162,5103,4970,21,100,10,1,1,59,58,1,0,0,0,4341,2832,1509
38,011,050,0500000US38011,00,Bowman County,38,011,,,,,,,,,,3151,3135,3085,3,18,2,0,27,16,15,1,0,0,0,3151,78,3073,3057,3039,3,13,2,0,0,16,15,1,0,0,0,2475,2467,2443,0,7,2,0,15,8,8,0,0,0,0,2475,42,2433,2425,2419,0,4,2,0,0,8,8,0,0,0,0,1683,1385,298
38,013,050,0500000US38013,00,Burke County,38,013,,,,,,,,,,1968,1957,1924,4,15,14,0,0,11,11,0,0,0,0,1968,37,1931,1920,1891,4,12,13,0,0,11,11,0,0,0,0,1559,1554,1533,4,8,9,0,0,5,5,0,0,0,0,1559,20,1539,1534,1514,4,8,8,0,0,5,5,0,0,0,0,1340,913,427
38,015,050,0500000US38015,00,Burleigh County,38,015,,,,,,,,,,81308,80157,75634,483,3393,392,27,228,1151,1110,38,3,0,0,81308,986,80322,79280,75054,476,3284,386,26,54,1042,1005,34,3,0,0,62965,62458,59526,340,2123,290,19,160,507,488,18,1,0,0,62965,613,62352,61885,59154,335,2065,284,19,28,467,451,15,1,0,0,35754,33976,1778
38,017,050,0500000US38017,00,Cass County,38,017,,,,,,,,,,149778,146945,137308,3428,1827,3532,52,798,2833,2696,123,10,4,0,149778,3015,146763,144296,135530,3372,1681,3524,49,140,2467,2363,92,8,4,0,117118,115744,108934,2050,1311,2869,40,540,1374,1314,51,5,4,0,117118,1816,115302,114069,107837,2020,1236,2862,37,77,1233,1188,38,3,4,0,67938,63899,4039
38,019,050,0500000US38019,00,Cavalier County,38,019,,,,,,,,,,3993,3962,3902,4,37,9,1,9,31,31,0,0,0,0,3993,24,3969,3940,3890,4,35,9,1,1,29,29,0,0,0,0,3207,3194,3150,1,30,6,1,6,13,13,0,0,0,0,3207,14,3193,3182,3143,1,30,6,1,1,11,11,0,0,0,0,2309,1818,491
38,021,050,0500000US38021,00,Dickey County,38,021,,,,,,,,,,5289,5224,5104,37,31,22,1,29,65,58,7,0,0,0,5289,100,5189,5133,5044,35,30,22,1,1,56,50,6,0,0,0,4074,4043,3964,24,24,17,1,13,31,28,3,0,0,0,4074,51,4023,3995,3932,22,23,17,1,0,28,25,3,0,0,0,2636,2180,456
38,023,050,0500000US38023,00,Divide County,38,023,,,,,,,,,,2071,2054,2030,5,11,7,0,1,17,17,0,0,0,0,2071,30,2041,2027,2006,5,10,6,0,0,14,14,0,0,0,0,1717,1709,1693,3,5,7,0,1,8,8,0,0,0,0,1717,13,1704,1698,1685,3,4,6,0,0,6,6,0,0,0,0,1324,977,347
38,025,050,0500000US38025,00,Dunn County,38,025,,,,,,,,,,3536,3476,3003,8,449,10,0,6,60,56,4,0,0,0,3536,38,3498,3445,2984,8,443,10,0,0,53,52,1,0,0,0,2759,2729,2406,5,303,9,0,6,30,29,1,0,0,0,2759,26,2733,2705,2390,5,301,9,0,0,28,27,1,0,0,0,2132,1401,731
38,027,050,0500000US38027,00,Eddy County,38,027,,,,,,,,,,2385,2360,2270,4,58,6,2,20,25,25,0,0,0,0,2385,52,2333,2311,2242,4,57,6,2,0,22,22,0,0,0,0,1887,1871,1812,3,41,3,0,12,16,16,0,0,0,0,1887,32,1855,1842,1796,3,40,3,0,0,13,13,0,0,0,0,1323,1057,266
38,029,050,0500000US38029,00,Emmons County,38,029,,,,,,,,,,3550,3523,3495,2,14,6,0,6,27,26,0,1,0,0,3550,34,3516,3490,3468,2,14,6,0,0,26,25,0,1,0,0,2791,2776,2763,1,5,4,0,3,15,14,0,1,0,0,2791,23,2768,2754,2744,1,5,4,0,0,14,13,0,1,0,0,2085,1594,491
38,031,050,0500000US38031,00,Foster County,38,031,,,,,,,,,,3343,3325,3291,3,20,3,0,8,18,15,3,0,0,0,3343,29,3314,3298,3272,3,20,3,0,0,16,14,2,0,0,0,2615,2610,2585,1,13,3,0,8,5,4,1,0,0,0,2615,19,2596,2592,2575,1,13,3,0,0,4,4,0,0,0,0,1801,1495,306
38,033,050,0500000US38033,00,Golden Valley County,38,033,,,,,,,,,,1680,1667,1637,10,10,1,1,8,13,13,0,0,0,0,1680,35,1645,1634,1613,9,10,1,1,0,11,11,0,0,0,0,1276,1270,1256,4,2,1,1,6,6,6,0,0,0,0,1276,21,1255,1249,1241,4,2,1,1,0,6,6,0,0,0,0,967,774,193
38,035,050,0500000US38035,00,Grand Forks County,38,035,,,,,,,,,,66861,65261,60358,1361,1657,1292,40,553,1600,1490,95,13,2,0,66861,1951,64910,63527,59271,1322,1592,1280,35,27,1383,1302,73,6,2,0,53440,52639,49029,945,1145,1089,30,401,801,749,44,8,0,0,53440,1224,52216,51496,48338,922,1111,1078,28,19,720,680,36,4,0,0,29344,27417,1927
38,037,050,0500000US38037,00,Grant County,38,037,,,,,,,,,,2394,2363,2328,1,27,3,0,4,31,31,0,0,0,0,2394,7,2387,2356,2325,1,27,3,0,0,31,31,0,0,0,0,1944,1934,1910,1,19,1,0,3,10,10,0,0,0,0,1944,3,1941,1931,1910,1,19,1,0,0,10,10,0,0,0,0,1690,1128,562
38,039,050,0500000US38039,00,Griggs County,38,039,,,,,,,,,,2420,2416,2392,7,8,4,0,5,4,4,0,0,0,0,2420,9,2411,2410,2387,7,8,4,0,4,1,1,0,0,0,0,1961,1957,1941,4,6,2,0,4,4,4,0,0,0,0,1961,8,1953,1952,1936,4,6,2,0,4,1,1,0,0,0,0,1461,1131,330
38,041,050,0500000US38041,00,Hettinger County,38,041,,,,,,,,,,2477,2445,2382,6,52,1,3,1,32,30,2,0,0,0,2477,12,2465,2433,2372,6,51,1,3,0,32,30,2,0,0,0,2009,1998,1945,5,43,1,3,1,11,11,0,0,0,0,2009,7,2002,1991,1940,5,42,1,3,0,11,11,0,0,0,0,1414,1056,358
38,043,050,0500000US38043,00,Kidder County,38,043,,,,,,,,,,2435,2425,2344,6,6,22,0,47,10,10,0,0,0,0,2435,71,2364,2360,2329,6,3,22,0,0,4,4,0,0,0,0,1912,1910,1859,2,5,11,0,33,2,2,0,0,0,0,1912,42,1870,1869,1853,2,3,11,0,0,1,1,0,0,0,0,1674,1059,615
38,045,050,0500000US38045,00,LaMoure County,38,045,,,,,,,,,,4139,4114,4077,6,16,6,0,9,25,25,0,0,0,0,4139,34,4105,4080,4053,5,16,6,0,0,25,25,0,0,0,0,3266,3254,3235,1,10,3,0,5,12,12,0,0,0,0,3266,17,3249,3237,3224,0,10,3,0,0,12,12,0,0,0,0,2238,1825,413
38,047,050,0500000US38047,00,Logan County,38,047,,,,,,,,,,1990,1977,1959,2,9,5,0,2,13,13,0,0,0,0,1990,12,1978,1969,1954,2,8,5,0,0,9,9,0,0,0,0,1570,1566,1554,1,6,3,0,2,4,4,0,0,0,0,1570,6,1564,1560,1551,1,5,3,0,0,4,4,0,0,0,0,1144,843,301
38,049,050,0500000US38049,00,McHenry County,38,049,,,,,,,,,,5395,5347,5275,8,30,16,0,18,48,42,6,0,0,0,5395,80,5315,5270,5218,8,28,16,0,0,45,39,6,0,0,0,4216,4192,4135,7,23,12,0,15,24,20,4,0,0,0,4216,46,4170,4146,4106,7,21,12,0,0,24,20,4,0,0,0,2948,2377,571
38,051,050,0500000US38051,00,McIntosh County,38,051,,,,,,,,,,2809,2791,2755,6,12,11,0,7,18,18,0,0,0,0,2809,38,2771,2753,2725,6,12,10,0,0,18,18,0,0,0,0,2296,2287,2260,4,8,8,0,7,9,9,0,0,0,0,2296,27,2269,2260,2241,4,8,7,0,0,9,9,0,0,0,0,1858,1307,551
38,053,050,0500000US38053,00,McKenzie County,38,053,,,,,,,,,,6360,6260,4792,8,1412,19,2,27,100,96,4,0,0,0,6360,139,6221,6124,4746,4,1349,19,2,4,97,93,4,0,0,0,4669,4615,3729,5,845,13,1,22,54,54,0,0,0,0,4669,72,4597,4546,3707,3,820,13,1,2,51,51,0,0,0,0,3090,2410,680
38,055,050,0500000US38055,00,McLean County,38,055,,,,,,,,,,8962,8824,8158,8,625,12,2,19,138,138,0,0,0,0,8962,111,8851,8723,8115,6,585,12,2,3,128,128,0,0,0,0,7195,7120,6685,4,407,11,1,12,75,75,0,0,0,0,7195,60,7135,7061,6658,3,387,11,1,1,74,74,0,0,0,0,5590,3897,1693
38,057,050,0500000US38057,00,Mercer County,38,057,,,,,,,,,,8424,8335,8052,17,196,27,12,31,89,86,3,0,0,0,8424,121,8303,8225,7996,16,174,27,12,0,78,75,3,0,0,0,6625,6595,6387,12,145,22,8,21,30,29,1,0,0,0,6625,66,6559,6530,6354,12,134,22,8,0,29,28,1,0,0,0,4450,3625,825
38,059,050,0500000US38059,00,Morton County,38,059,,,,,,,,,,27471,27022,25725,120,1000,54,24,99,449,430,12,3,4,0,27471,400,27071,26693,25537,112,959,53,24,8,378,368,7,3,0,0,20910,20703,19912,64,594,43,18,72,207,202,3,1,1,0,20910,227,20683,20514,19808,63,579,42,18,4,169,165,3,1,0,0,12079,11289,790
38,061,050,0500000US38061,00,Mountrail County,38,061,,,,,,,,,,7673,7477,5035,16,2348,15,1,62,196,191,4,1,0,0,7673,286,7387,7209,4931,16,2240,15,1,6,178,173,4,1,0,0,5843,5746,4139,13,1536,13,1,44,97,96,1,0,0,0,5843,169,5674,5585,4067,13,1486,13,1,5,89,88,1,0,0,0,4119,2793,1326
38,063,050,0500000US38063,00,Nelson County,38,063,,,,,,,,,,3126,3080,3037,8,30,3,1,1,46,36,10,0,0,0,3126,33,3093,3057,3018,8,28,2,1,0,36,26,10,0,0,0,2566,2541,2511,6,20,2,1,1,25,19,6,0,0,0,2566,17,2549,2529,2501,6,20,1,1,0,20,14,6,0,0,0,1927,1474,453
38,065,050,0500000US38065,00,Oliver County,38,065,,,,,,,,,,1846,1834,1796,3,28,4,0,3,12,12,0,0,0,0,1846,19,1827,1815,1782,3,26,4,0,0,12,12,0,0,0,0,1436,1433,1406,3,19,2,0,3,3,3,0,0,0,0,1436,10,1426,1423,1399,3,19,2,0,0,3,3,0,0,0,0,905,756,149
38,067,050,0500000US38067,00,Pembina County,38,067,,,,,,,,,,7413,7313,7077,21,144,11,2,58,100,94,6,0,0,0,7413,190,7223,7127,6947,21,143,11,2,3,96,90,6,0,0,0,5813,5766,5603,13,96,9,2,43,47,44,3,0,0,0,5813,127,5686,5640,5519,13,95,9,2,2,46,43,3,0,0,0,3859,3257,602
38,069,050,0500000US38069,00,Pierce County,38,069,,,,,,,,,,4357,4323,4100,20,170,3,1,29,34,34,0,0,0,0,4357,44,4313,4280,4084,19,169,3,1,4,33,33,0,0,0,0,3419,3403,3234,11,135,2,1,20,16,16,0,0,0,0,3419,26,3393,3377,3228,11,134,2,1,1,16,16,0,0,0,0,2199,1835,364
38,071,050,0500000US38071,00,Ramsey County,38,071,,,,,,,,,,11451,11157,10044,41,994,45,5,28,294,281,13,0,0,0,11451,137,11314,11039,9980,41,964,45,5,4,275,263,12,0,0,0,8936,8796,8059,33,642,38,5,19,140,133,7,0,0,0,8936,71,8865,8733,8022,33,633,38,5,2,132,126,6,0,0,0,5615,4955,660
38,073,050,0500000US38073,00,Ransom County,38,073,,,,,,,,,,5457,5410,5338,19,23,20,3,7,47,45,2,0,0,0,5457,66,5391,5346,5285,19,21,20,0,1,45,43,2,0,0,0,4176,4152,4107,5,16,16,2,6,24,23,1,0,0,0,4176,41,4135,4112,4077,5,14,16,0,0,23,22,1,0,0,0,2656,2310,346
38,075,050,0500000US38075,00,Renville County,38,075,,,,,,,,,,2470,2441,2419,2,10,5,0,5,29,27,2,0,0,0,2470,24,2446,2417,2401,2,9,5,0,0,29,27,2,0,0,0,1936,1926,1908,2,7,5,0,4,10,9,1,0,0,0,1936,18,1918,1908,1895,2,6,5,0,0,10,9,1,0,0,0,1386,1061,325
38,077,050,0500000US38077,00,Richland County,38,077,,,,,,,,,,16321,16111,15507,110,330,88,9,67,210,200,10,0,0,0,16321,271,16050,15868,15351,110,302,88,7,10,182,176,6,0,0,0,12659,12571,12153,76,228,69,5,40,88,87,1,0,0,0,12659,132,12527,12445,12076,76,214,69,3,7,82,81,1,0,0,0,7503,6651,852
38,079,050,0500000US38079,00,Rolette County,38,079,,,,,,,,,,13937,13641,2825,21,10763,16,1,15,296,294,2,0,0,0,13937,133,13804,13518,2802,21,10677,16,1,1,286,284,2,0,0,0,9277,9115,2345,14,6727,13,1,15,162,161,1,0,0,0,9277,61,9216,9056,2332,14,6695,13,1,1,160,159,1,0,0,0,5372,4783,589
38,081,050,0500000US38081,00,Sargent County,38,081,,,,,,,,,,3829,3801,3753,2,20,9,4,13,28,24,4,0,0,0,3829,51,3778,3752,3717,2,20,9,2,2,26,22,4,0,0,0,2957,2944,2910,2,15,9,2,6,13,11,2,0,0,0,2957,29,2928,2915,2887,2,15,9,2,0,13,11,2,0,0,0,2004,1675,329
38,083,050,0500000US38083,00,Sheridan County,38,083,,,,,,,,,,1321,1305,1278,4,14,2,2,5,16,16,0,0,0,0,1321,16,1305,1290,1272,0,14,2,2,0,15,15,0,0,0,0,1110,1104,1090,2,7,2,2,1,6,6,0,0,0,0,1110,4,1106,1100,1089,0,7,2,2,0,6,6,0,0,0,0,894,645,249
38,085,050,0500000US38085,00,Sioux County,38,085,,,,,,,,,,4153,4034,525,7,3492,4,2,4,119,110,7,2,0,0,4153,82,4071,3960,517,6,3433,4,0,0,111,105,4,2,0,0,2637,2581,429,6,2136,4,2,4,56,53,2,1,0,0,2637,37,2600,2548,423,6,2115,4,0,0,52,50,1,1,0,0,1311,1158,153
38,087,050,0500000US38087,00,Slope County,38,087,,,,,,,,,,727,725,709,0,16,0,0,0,2,2,0,0,0,0,727,12,715,713,707,0,6,0,0,0,2,2,0,0,0,0,581,579,569,0,10,0,0,0,2,2,0,0,0,0,581,8,573,571,567,0,4,0,0,0,2,2,0,0,0,0,436,326,110
38,089,050,0500000US38089,00,Stark County,38,089,,,,,,,,,,24199,23890,23026,197,240,292,9,126,309,294,13,1,1,0,24199,454,23745,23491,22765,186,230,288,7,15,254,241,11,1,1,0,19013,18875,18177,159,169,267,9,94,138,134,2,1,1,0,19013,276,18737,18619,18029,149,164,263,7,7,118,114,2,1,1,0,10735,10085,650
38,091,050,0500000US38091,00,Steele County,38,091,,,,,,,,,,1975,1963,1927,3,23,2,0,8,12,12,0,0,0,0,1975,20,1955,1945,1916,3,23,2,0,1,10,10,0,0,0,0,1554,1547,1523,2,15,1,0,6,7,7,0,0,0,0,1554,9,1545,1539,1520,2,15,1,0,1,6,6,0,0,0,0,1171,864,307
38,093,050,0500000US38093,00,Stutsman County,38,093,,,,,,,,,,21100,20831,20163,140,300,100,12,116,269,253,11,0,5,0,21100,361,20739,20534,19996,126,297,99,12,4,205,193,11,0,1,0,16769,16624,16104,97,241,87,11,84,145,137,6,0,2,0,16769,238,16531,16414,15985,91,238,86,11,3,117,110,6,0,1,0,9862,8931,931
38,095,050,0500000US38095,00,Towner County,38,095,,,,,,,,,,2246,2231,2173,2,49,1,0,6,15,15,0,0,0,0,2246,10,2236,2221,2165,2,49,1,0,4,15,15,0,0,0,0,1814,1807,1761,1,43,1,0,1,7,7,0,0,0,0,1814,3,1811,1804,1758,1,43,1,0,1,7,7,0,0,0,0,1449,1048,401
38,097,050,0500000US38097,00,Traill County,38,097,,,,,,,,,,8121,8026,7809,42,64,21,1,89,95,91,4,0,0,0,8121,214,7907,7818,7693,39,63,21,1,1,89,85,4,0,0,0,6311,6265,6111,39,49,14,1,51,46,44,2,0,0,0,6311,126,6185,6143,6042,37,48,14,1,1,42,40,2,0,0,0,3780,3394,386
38,099,050,0500000US38099,00,Walsh County,38,099,,,,,,,,,,11119,10969,10391,25,168,36,4,345,150,141,5,4,0,0,11119,969,10150,10054,9834,24,153,36,4,3,96,88,5,3,0,0,8652,8585,8215,12,116,35,2,205,67,65,2,0,0,0,8652,522,8130,8086,7926,12,109,35,2,2,44,42,2,0,0,0,5498,4746,752
38,101,050,0500000US38101,00,Ward County,38,101,,,,,,,,,,61675,59985,55718,1542,1630,583,84,428,1690,1572,116,2,0,0,61675,1869,59806,58379,54717,1469,1533,550,76,34,1427,1329,97,1,0,0,47173,46441,43365,1163,1071,466,61,315,732,689,42,1,0,0,47173,1198,45975,45341,42677,1120,1024,442,55,23,634,600,33,1,0,0,26744,25029,1715
